"ISO3","National Unit","Name","Admin Level","Metric","Units","Year","Value"
"TCD","Chad","Ouaddai","admin1","Infection Prevalence","per 100 Children",2022,13.4656139912779
"TCD","Chad","Ouaddai","admin1","Infection Prevalence","per 100 Children",2023,13.4484568127519
"TCD","Chad","Ouaddai","admin1","Infection Prevalence","per 100 Children",2024,13.527064007637598
"TCD","Chad","Ouaddai","admin1","Mortality Rate","Deaths per 100 Thousand",2000,93.4186236594085
"TCD","Chad","Ouaddai","admin1","Mortality Rate","Deaths per 100 Thousand",2001,83.9661871091635
"TCD","Chad","Ouaddai","admin1","Mortality Rate","Deaths per 100 Thousand",2002,70.687716869865
"TCD","Chad","Ouaddai","admin1","Mortality Rate","Deaths per 100 Thousand",2003,70.1736825424149
"TCD","Chad","Ouaddai","admin1","Mortality Rate","Deaths per 100 Thousand",2004,65.0211067636359
"TCD","Chad","Ouaddai","admin1","Mortality Rate","Deaths per 100 Thousand",2005,68.2623564052698
"TCD","Chad","Ouaddai","admin1","Mortality Rate","Deaths per 100 Thousand",2006,74.3937051286091
"TCD","Chad","Ouaddai","admin1","Mortality Rate","Deaths per 100 Thousand",2007,74.66159497880581
"TCD","Chad","Ouaddai","admin1","Mortality Rate","Deaths per 100 Thousand",2008,70.81323789378989
"TCD","Chad","Ouaddai","admin1","Mortality Rate","Deaths per 100 Thousand",2009,68.1239212543372
"TCD","Chad","Ouaddai","admin1","Mortality Rate","Deaths per 100 Thousand",2010,63.063831309016194
"TCD","Chad","Ouaddai","admin1","Mortality Rate","Deaths per 100 Thousand",2011,55.190623579414996
"TCD","Chad","Ouaddai","admin1","Mortality Rate","Deaths per 100 Thousand",2012,48.5211921779476
"TCD","Chad","Ouaddai","admin1","Mortality Rate","Deaths per 100 Thousand",2013,47.8589341393964
"TCD","Chad","Ouaddai","admin1","Mortality Rate","Deaths per 100 Thousand",2014,47.7314136202249
"TCD","Chad","Ouaddai","admin1","Mortality Rate","Deaths per 100 Thousand",2015,46.8567027590237
"TCD","Chad","Ouaddai","admin1","Mortality Rate","Deaths per 100 Thousand",2016,47.337699424027
"TCD","Chad","Ouaddai","admin1","Mortality Rate","Deaths per 100 Thousand",2017,27.286196778382898
"TCD","Chad","Ouaddai","admin1","Mortality Rate","Deaths per 100 Thousand",2018,27.243942865162197
"TCD","Chad","Ouaddai","admin1","Mortality Rate","Deaths per 100 Thousand",2019,27.244749711601003
"TCD","Chad","Ouaddai","admin1","Mortality Rate","Deaths per 100 Thousand",2020,28.211334564603497
"TCD","Chad","Ouaddai","admin1","Mortality Rate","Deaths per 100 Thousand",2021,27.0706373420665
"TCD","Chad","Ouaddai","admin1","Mortality Rate","Deaths per 100 Thousand",2022,25.9285514100626
"TCD","Chad","Ouaddai","admin1","Mortality Rate","Deaths per 100 Thousand",2023,25.4339435150387
"TCD","Chad","Ouaddai","admin1","Mortality Rate","Deaths per 100 Thousand",2024,25.1645406805284
"TCD","Chad","Ville de N'Djamena","admin1","Incidence Rate","Cases per Thousand",2000,383.41027555524596
"TCD","Chad","Ville de N'Djamena","admin1","Incidence Rate","Cases per Thousand",2001,399.948892907713
"TCD","Chad","Ville de N'Djamena","admin1","Incidence Rate","Cases per Thousand",2002,338.510380131211
"TCD","Chad","Ville de N'Djamena","admin1","Incidence Rate","Cases per Thousand",2003,308.966953145705
"TCD","Chad","Ville de N'Djamena","admin1","Incidence Rate","Cases per Thousand",2004,265.163766411153
"TCD","Chad","Ville de N'Djamena","admin1","Incidence Rate","Cases per Thousand",2005,219.476301036727
"TCD","Chad","Ville de N'Djamena","admin1","Incidence Rate","Cases per Thousand",2006,154.610361424993
"TCD","Chad","Ville de N'Djamena","admin1","Incidence Rate","Cases per Thousand",2007,98.91330920627111
"TCD","Chad","Ville de N'Djamena","admin1","Incidence Rate","Cases per Thousand",2008,68.4767090158663
"TCD","Chad","Ville de N'Djamena","admin1","Incidence Rate","Cases per Thousand",2009,49.929191404124694
"TCD","Chad","Ville de N'Djamena","admin1","Incidence Rate","Cases per Thousand",2010,44.319610129622006
"TCD","Chad","Ville de N'Djamena","admin1","Incidence Rate","Cases per Thousand",2011,51.587297223669495
"TCD","Chad","Ville de N'Djamena","admin1","Incidence Rate","Cases per Thousand",2012,89.3514475323253
"TCD","Chad","Ville de N'Djamena","admin1","Incidence Rate","Cases per Thousand",2013,151.796780237664
"TCD","Chad","Ville de N'Djamena","admin1","Incidence Rate","Cases per Thousand",2014,205.410833038237
"TCD","Chad","Ville de N'Djamena","admin1","Incidence Rate","Cases per Thousand",2015,233.875690878177
"TCD","Chad","Ville de N'Djamena","admin1","Incidence Rate","Cases per Thousand",2016,239.554139973015
"TCD","Chad","Ville de N'Djamena","admin1","Incidence Rate","Cases per Thousand",2017,239.31923188903602
"TCD","Chad","Ville de N'Djamena","admin1","Incidence Rate","Cases per Thousand",2018,247.101414264398
"TCD","Chad","Ville de N'Djamena","admin1","Incidence Rate","Cases per Thousand",2019,238.70490510507798
"TCD","Chad","Ville de N'Djamena","admin1","Incidence Rate","Cases per Thousand",2020,219.42331094367103
"TCD","Chad","Ville de N'Djamena","admin1","Incidence Rate","Cases per Thousand",2021,198.54460150939198
"TCD","Chad","Ville de N'Djamena","admin1","Incidence Rate","Cases per Thousand",2022,185.90473285273802
"TCD","Chad","Ville de N'Djamena","admin1","Incidence Rate","Cases per Thousand",2023,197.418561269779
"TCD","Chad","Ville de N'Djamena","admin1","Incidence Rate","Cases per Thousand",2024,196.45050523017298
"TCD","Chad","Ville de N'Djamena","admin1","Infection Prevalence","per 100 Children",2000,31.2543732456222
"TCD","Chad","Ville de N'Djamena","admin1","Infection Prevalence","per 100 Children",2001,32.588819209912
"TCD","Chad","Ville de N'Djamena","admin1","Infection Prevalence","per 100 Children",2002,25.3936250924853
"TCD","Chad","Ville de N'Djamena","admin1","Infection Prevalence","per 100 Children",2003,22.1359303981201
"TCD","Chad","Ville de N'Djamena","admin1","Infection Prevalence","per 100 Children",2004,18.0942214637011
"TCD","Chad","Ville de N'Djamena","admin1","Infection Prevalence","per 100 Children",2005,14.0790020154035
"TCD","Chad","Ville de N'Djamena","admin1","Infection Prevalence","per 100 Children",2006,8.90386418386807
"TCD","Chad","Ville de N'Djamena","admin1","Infection Prevalence","per 100 Children",2007,5.24647165639644
"TCD","Chad","Ville de N'Djamena","admin1","Infection Prevalence","per 100 Children",2008,3.4032201358187497
"TCD","Chad","Ville de N'Djamena","admin1","Infection Prevalence","per 100 Children",2009,2.37086717546979
"TCD","Chad","Ville de N'Djamena","admin1","Infection Prevalence","per 100 Children",2010,2.08633078786472
"TCD","Chad","Ville de N'Djamena","admin1","Infection Prevalence","per 100 Children",2011,2.45419435591026
"TCD","Chad","Ville de N'Djamena","admin1","Infection Prevalence","per 100 Children",2012,4.5447430117577
"TCD","Chad","Ville de N'Djamena","admin1","Infection Prevalence","per 100 Children",2013,8.89860512367809
"TCD","Chad","Ville de N'Djamena","admin1","Infection Prevalence","per 100 Children",2014,13.1808773619288
"TCD","Chad","Ville de N'Djamena","admin1","Infection Prevalence","per 100 Children",2015,15.316888445701702
"TCD","Chad","Ville de N'Djamena","admin1","Infection Prevalence","per 100 Children",2016,15.755842096458899
"TCD","Chad","Ville de N'Djamena","admin1","Infection Prevalence","per 100 Children",2017,15.6785201152599
"TCD","Chad","Ville de N'Djamena","admin1","Infection Prevalence","per 100 Children",2018,16.237585587560098
"TCD","Chad","Ville de N'Djamena","admin1","Infection Prevalence","per 100 Children",2019,15.8862697575755
"TCD","Chad","Ville de N'Djamena","admin1","Infection Prevalence","per 100 Children",2020,14.492039768516198
"TCD","Chad","Ville de N'Djamena","admin1","Infection Prevalence","per 100 Children",2021,12.6373133090934
"TCD","Chad","Ville de N'Djamena","admin1","Infection Prevalence","per 100 Children",2022,11.458814051154501
"TCD","Chad","Ville de N'Djamena","admin1","Infection Prevalence","per 100 Children",2023,12.4444608106455
"TCD","Chad","Ville de N'Djamena","admin1","Infection Prevalence","per 100 Children",2024,12.3765295814745
"TCD","Chad","Ville de N'Djamena","admin1","Mortality Rate","Deaths per 100 Thousand",2000,81.4975730072243
"TCD","Chad","Ville de N'Djamena","admin1","Mortality Rate","Deaths per 100 Thousand",2001,74.9991180536937
"TCD","Chad","Ville de N'Djamena","admin1","Mortality Rate","Deaths per 100 Thousand",2002,61.0871198862976
"TCD","Chad","Ville de N'Djamena","admin1","Mortality Rate","Deaths per 100 Thousand",2003,60.5652260361304
"TCD","Chad","Ville de N'Djamena","admin1","Mortality Rate","Deaths per 100 Thousand",2004,56.7043309413256
"TCD","Chad","Ville de N'Djamena","admin1","Mortality Rate","Deaths per 100 Thousand",2005,61.0109945328601
"TCD","Chad","Ville de N'Djamena","admin1","Mortality Rate","Deaths per 100 Thousand",2006,65.6403562166842
"TCD","Chad","Ville de N'Djamena","admin1","Mortality Rate","Deaths per 100 Thousand",2007,64.8636483060946
"TCD","Chad","Ville de N'Djamena","admin1","Mortality Rate","Deaths per 100 Thousand",2008,61.3146477892868
"TCD","Chad","Ville de N'Djamena","admin1","Mortality Rate","Deaths per 100 Thousand",2009,58.5085742844936
"TCD","Chad","Ville de N'Djamena","admin1","Mortality Rate","Deaths per 100 Thousand",2010,54.949959587318496
"TCD","Chad","Ville de N'Djamena","admin1","Mortality Rate","Deaths per 100 Thousand",2011,49.60714236891891
"TCD","Chad","Ville de N'Djamena","admin1","Mortality Rate","Deaths per 100 Thousand",2012,44.8393221705944
"TCD","Chad","Ville de N'Djamena","admin1","Mortality Rate","Deaths per 100 Thousand",2013,42.9369674453938
"TCD","Chad","Ville de N'Djamena","admin1","Mortality Rate","Deaths per 100 Thousand",2014,43.9248288932301
"TCD","Chad","Ville de N'Djamena","admin1","Mortality Rate","Deaths per 100 Thousand",2015,43.2898453496783
"TCD","Chad","Ville de N'Djamena","admin1","Mortality Rate","Deaths per 100 Thousand",2016,44.0311452998991
"TCD","Chad","Ville de N'Djamena","admin1","Mortality Rate","Deaths per 100 Thousand",2017,31.7797308009766
"TCD","Chad","Ville de N'Djamena","admin1","Mortality Rate","Deaths per 100 Thousand",2018,31.255535433905003
"TCD","Chad","Ville de N'Djamena","admin1","Mortality Rate","Deaths per 100 Thousand",2019,31.930650384793402
"TCD","Chad","Ville de N'Djamena","admin1","Mortality Rate","Deaths per 100 Thousand",2020,33.1343943215178
"TCD","Chad","Ville de N'Djamena","admin1","Mortality Rate","Deaths per 100 Thousand",2021,31.8485647871865
"TCD","Chad","Ville de N'Djamena","admin1","Mortality Rate","Deaths per 100 Thousand",2022,30.444625002576597
"TCD","Chad","Ville de N'Djamena","admin1","Mortality Rate","Deaths per 100 Thousand",2023,29.9019510958253
"TCD","Chad","Ville de N'Djamena","admin1","Mortality Rate","Deaths per 100 Thousand",2024,29.5452045046838
"TCD","Chad","Sila","admin1","Incidence Rate","Cases per Thousand",2000,312.577847558623
"TCD","Chad","Sila","admin1","Incidence Rate","Cases per Thousand",2001,302.82337412682097
"TCD","Chad","Sila","admin1","Incidence Rate","Cases per Thousand",2002,258.111284812891
"TCD","Chad","Sila","admin1","Incidence Rate","Cases per Thousand",2003,249.82271717780898
"TCD","Chad","Sila","admin1","Incidence Rate","Cases per Thousand",2004,244.165076672337
"TCD","Chad","Sila","admin1","Incidence Rate","Cases per Thousand",2005,246.007008881624
"TCD","Chad","Sila","admin1","Incidence Rate","Cases per Thousand",2006,243.712677565899
"TCD","Chad","Sila","admin1","Incidence Rate","Cases per Thousand",2007,223.49420447374698
"TCD","Chad","Sila","admin1","Incidence Rate","Cases per Thousand",2008,192.255175795765
"TCD","Chad","Sila","admin1","Incidence Rate","Cases per Thousand",2009,149.91363790698202
"TCD","Chad","Sila","admin1","Incidence Rate","Cases per Thousand",2010,117.148720787667
"TCD","Chad","Sila","admin1","Incidence Rate","Cases per Thousand",2011,104.716708757397
"TCD","Chad","Sila","admin1","Incidence Rate","Cases per Thousand",2012,118.622413344704
"TCD","Chad","Sila","admin1","Incidence Rate","Cases per Thousand",2013,148.771979971776
"TCD","Chad","Sila","admin1","Incidence Rate","Cases per Thousand",2014,175.641671068433
"TCD","Chad","Sila","admin1","Incidence Rate","Cases per Thousand",2015,191.250626205758
"TCD","Chad","Sila","admin1","Incidence Rate","Cases per Thousand",2016,200.709576009658
"TCD","Chad","Sila","admin1","Incidence Rate","Cases per Thousand",2017,209.965850986698
"TCD","Chad","Sila","admin1","Incidence Rate","Cases per Thousand",2018,222.49346420191398
"TCD","Chad","Sila","admin1","Incidence Rate","Cases per Thousand",2019,218.742178039874
"TCD","Chad","Sila","admin1","Incidence Rate","Cases per Thousand",2020,211.805902988909
"TCD","Chad","Sila","admin1","Incidence Rate","Cases per Thousand",2021,214.769128421374
"TCD","Chad","Sila","admin1","Incidence Rate","Cases per Thousand",2022,220.50427636679902
"TCD","Chad","Sila","admin1","Incidence Rate","Cases per Thousand",2023,221.713067708836
"TCD","Chad","Sila","admin1","Incidence Rate","Cases per Thousand",2024,222.389209693384
"TCD","Chad","Sila","admin1","Infection Prevalence","per 100 Children",2000,24.7462117945187
"TCD","Chad","Sila","admin1","Infection Prevalence","per 100 Children",2001,23.8014883834775
"TCD","Chad","Sila","admin1","Infection Prevalence","per 100 Children",2002,18.608425819731
"TCD","Chad","Sila","admin1","Infection Prevalence","per 100 Children",2003,17.55409609218
"TCD","Chad","Sila","admin1","Infection Prevalence","per 100 Children",2004,16.8960938993471
"TCD","Chad","Sila","admin1","Infection Prevalence","per 100 Children",2005,16.9143595191848
"TCD","Chad","Sila","admin1","Infection Prevalence","per 100 Children",2006,16.514500241146703
"TCD","Chad","Sila","admin1","Infection Prevalence","per 100 Children",2007,14.7330329661152
"TCD","Chad","Sila","admin1","Infection Prevalence","per 100 Children",2008,12.0522246861576
"TCD","Chad","Sila","admin1","Infection Prevalence","per 100 Children",2009,8.62904298561485
"TCD","Chad","Sila","admin1","Infection Prevalence","per 100 Children",2010,6.3854417790899705
"TCD","Chad","Sila","admin1","Infection Prevalence","per 100 Children",2011,5.62686416385601
"TCD","Chad","Sila","admin1","Infection Prevalence","per 100 Children",2012,6.56319458190566
"TCD","Chad","Sila","admin1","Infection Prevalence","per 100 Children",2013,8.87075101575627
"TCD","Chad","Sila","admin1","Infection Prevalence","per 100 Children",2014,11.010318821013799
"TCD","Chad","Sila","admin1","Infection Prevalence","per 100 Children",2015,12.2878735161901
"TCD","Chad","Sila","admin1","Infection Prevalence","per 100 Children",2016,13.3149363313293
"TCD","Chad","Sila","admin1","Infection Prevalence","per 100 Children",2017,14.230341200543501
"TCD","Chad","Sila","admin1","Infection Prevalence","per 100 Children",2018,15.1586240584453
"TCD","Chad","Sila","admin1","Infection Prevalence","per 100 Children",2019,14.7699902979612
"TCD","Chad","Sila","admin1","Infection Prevalence","per 100 Children",2020,14.1667144409409
"TCD","Chad","Sila","admin1","Infection Prevalence","per 100 Children",2021,14.532748617580902
"TCD","Chad","Sila","admin1","Infection Prevalence","per 100 Children",2022,15.199789172290002
"TCD","Chad","Sila","admin1","Infection Prevalence","per 100 Children",2023,15.288966631567
"TCD","Chad","Sila","admin1","Infection Prevalence","per 100 Children",2024,15.3714796192334
"TCD","Chad","Sila","admin1","Mortality Rate","Deaths per 100 Thousand",2000,155.83063320475
"TCD","Chad","Sila","admin1","Mortality Rate","Deaths per 100 Thousand",2001,143.673258426223
"TCD","Chad","Sila","admin1","Mortality Rate","Deaths per 100 Thousand",2002,120.735036032806
"TCD","Chad","Sila","admin1","Mortality Rate","Deaths per 100 Thousand",2003,120.650680946593
"TCD","Chad","Sila","admin1","Mortality Rate","Deaths per 100 Thousand",2004,111.042801909449
"TCD","Chad","Sila","admin1","Mortality Rate","Deaths per 100 Thousand",2005,117.06980168570699
"TCD","Chad","Sila","admin1","Mortality Rate","Deaths per 100 Thousand",2006,126.780173015692
"TCD","Chad","Sila","admin1","Mortality Rate","Deaths per 100 Thousand",2007,126.509242326431
"TCD","Chad","Sila","admin1","Mortality Rate","Deaths per 100 Thousand",2008,121.132562159944
"TCD","Chad","Sila","admin1","Mortality Rate","Deaths per 100 Thousand",2009,115.299284459408
"TCD","Chad","Sila","admin1","Mortality Rate","Deaths per 100 Thousand",2010,106.868860443865
"TCD","Chad","Sila","admin1","Mortality Rate","Deaths per 100 Thousand",2011,95.2049721040088
"TCD","Chad","Sila","admin1","Mortality Rate","Deaths per 100 Thousand",2012,83.6015498927367
"TCD","Chad","Sila","admin1","Mortality Rate","Deaths per 100 Thousand",2013,82.3635991359474
"TCD","Chad","Sila","admin1","Mortality Rate","Deaths per 100 Thousand",2014,82.1743689964284
"TCD","Chad","Sila","admin1","Mortality Rate","Deaths per 100 Thousand",2015,81.6868408993557
"TCD","Chad","Sila","admin1","Mortality Rate","Deaths per 100 Thousand",2016,83.6342898351456
"TCD","Chad","Sila","admin1","Mortality Rate","Deaths per 100 Thousand",2017,53.3456438428368
"TCD","Chad","Sila","admin1","Mortality Rate","Deaths per 100 Thousand",2018,52.786208716016
"TCD","Chad","Sila","admin1","Mortality Rate","Deaths per 100 Thousand",2019,53.0625882797451
"TCD","Chad","Sila","admin1","Mortality Rate","Deaths per 100 Thousand",2020,55.0923920972886
"TCD","Chad","Sila","admin1","Mortality Rate","Deaths per 100 Thousand",2021,52.785757703357206
"TCD","Chad","Sila","admin1","Mortality Rate","Deaths per 100 Thousand",2022,50.5976296595927
"TCD","Chad","Sila","admin1","Mortality Rate","Deaths per 100 Thousand",2023,49.6646149426972
"TCD","Chad","Sila","admin1","Mortality Rate","Deaths per 100 Thousand",2024,49.1624620399175
"TCD","Chad","Batha","admin1","Incidence Rate","Cases per Thousand",2000,268.73023282764
"TCD","Chad","Batha","admin1","Incidence Rate","Cases per Thousand",2001,267.88885926085
"TCD","Chad","Batha","admin1","Incidence Rate","Cases per Thousand",2002,226.447113849192
"TCD","Chad","Batha","admin1","Incidence Rate","Cases per Thousand",2003,220.761406489623
"TCD","Chad","Batha","admin1","Incidence Rate","Cases per Thousand",2004,209.11503139767098
"TCD","Chad","Batha","admin1","Incidence Rate","Cases per Thousand",2005,198.370325465089
"TCD","Chad","Batha","admin1","Incidence Rate","Cases per Thousand",2006,176.46548088304502
"TCD","Chad","Batha","admin1","Incidence Rate","Cases per Thousand",2007,142.34505112040398
"TCD","Chad","Batha","admin1","Incidence Rate","Cases per Thousand",2008,107.12929532674299
"TCD","Chad","Batha","admin1","Incidence Rate","Cases per Thousand",2009,72.121256889928
"TCD","Chad","Batha","admin1","Incidence Rate","Cases per Thousand",2010,52.2663139337244
"TCD","Chad","Batha","admin1","Incidence Rate","Cases per Thousand",2011,47.7589367427989
"TCD","Chad","Batha","admin1","Incidence Rate","Cases per Thousand",2012,63.171494760713806
"TCD","Chad","Batha","admin1","Incidence Rate","Cases per Thousand",2013,91.6221002281914
"TCD","Chad","Batha","admin1","Incidence Rate","Cases per Thousand",2014,123.80334990806301
"TCD","Chad","Batha","admin1","Incidence Rate","Cases per Thousand",2015,149.042775600967
"TCD","Chad","Batha","admin1","Incidence Rate","Cases per Thousand",2016,162.522887374497
"TCD","Chad","Batha","admin1","Incidence Rate","Cases per Thousand",2017,176.564271388545
"TCD","Chad","Batha","admin1","Incidence Rate","Cases per Thousand",2018,187.183293002112
"TCD","Chad","Batha","admin1","Incidence Rate","Cases per Thousand",2019,181.68448803020502
"TCD","Chad","Batha","admin1","Incidence Rate","Cases per Thousand",2020,180.591824964061
"TCD","Chad","Batha","admin1","Incidence Rate","Cases per Thousand",2021,186.12383692193598
"TCD","Chad","Batha","admin1","Incidence Rate","Cases per Thousand",2022,197.574040300108
"TCD","Chad","Batha","admin1","Incidence Rate","Cases per Thousand",2023,193.778074457171
"TCD","Chad","Batha","admin1","Incidence Rate","Cases per Thousand",2024,194.57972641058998
"TCD","Chad","Batha","admin1","Infection Prevalence","per 100 Children",2000,19.707763377870098
"TCD","Chad","Batha","admin1","Infection Prevalence","per 100 Children",2001,19.9215365222641
"TCD","Chad","Batha","admin1","Infection Prevalence","per 100 Children",2002,15.771466156613801
"TCD","Chad","Batha","admin1","Infection Prevalence","per 100 Children",2003,15.0526182899093
"TCD","Chad","Batha","admin1","Infection Prevalence","per 100 Children",2004,13.955157664922199
"TCD","Chad","Batha","admin1","Infection Prevalence","per 100 Children",2005,12.9242658577596
"TCD","Chad","Batha","admin1","Infection Prevalence","per 100 Children",2006,10.966082453804999
"TCD","Chad","Batha","admin1","Infection Prevalence","per 100 Children",2007,8.339803383008771
"TCD","Chad","Batha","admin1","Infection Prevalence","per 100 Children",2008,5.83488314738436
"TCD","Chad","Batha","admin1","Infection Prevalence","per 100 Children",2009,3.63812893990279
"TCD","Chad","Batha","admin1","Infection Prevalence","per 100 Children",2010,2.56813556953561
"TCD","Chad","Batha","admin1","Infection Prevalence","per 100 Children",2011,2.35005032732767
"TCD","Chad","Batha","admin1","Infection Prevalence","per 100 Children",2012,3.21843041005144
"TCD","Chad","Batha","admin1","Infection Prevalence","per 100 Children",2013,5.03371227573299
"TCD","Chad","Batha","admin1","Infection Prevalence","per 100 Children",2014,7.27086576387369
"TCD","Chad","Batha","admin1","Infection Prevalence","per 100 Children",2015,9.0731974191169
"TCD","Chad","Batha","admin1","Infection Prevalence","per 100 Children",2016,10.2305221491874
"TCD","Chad","Batha","admin1","Infection Prevalence","per 100 Children",2017,11.3612172106136
"TCD","Chad","Batha","admin1","Infection Prevalence","per 100 Children",2018,12.0915428904447
"TCD","Chad","Batha","admin1","Infection Prevalence","per 100 Children",2019,11.6557403093111
"TCD","Chad","Batha","admin1","Infection Prevalence","per 100 Children",2020,11.5895508511746
"TCD","Chad","Batha","admin1","Infection Prevalence","per 100 Children",2021,12.1015682350422
"TCD","Chad","Batha","admin1","Infection Prevalence","per 100 Children",2022,13.2038827220129
"TCD","Chad","Batha","admin1","Infection Prevalence","per 100 Children",2023,12.874771436278202
"TCD","Chad","Batha","admin1","Infection Prevalence","per 100 Children",2024,12.960016627254001
"TCD","Chad","Batha","admin1","Mortality Rate","Deaths per 100 Thousand",2000,71.4246525842269
"TCD","Chad","Batha","admin1","Mortality Rate","Deaths per 100 Thousand",2001,63.4335640415195
"TCD","Chad","Batha","admin1","Mortality Rate","Deaths per 100 Thousand",2002,53.3098678133787
"TCD","Chad","Batha","admin1","Mortality Rate","Deaths per 100 Thousand",2003,53.424388693434594
"TCD","Chad","Batha","admin1","Mortality Rate","Deaths per 100 Thousand",2004,49.1739839759415
"TCD","Chad","Batha","admin1","Mortality Rate","Deaths per 100 Thousand",2005,51.1686590284258
"TCD","Chad","Batha","admin1","Mortality Rate","Deaths per 100 Thousand",2006,56.2706200407315
"TCD","Chad","Batha","admin1","Mortality Rate","Deaths per 100 Thousand",2007,56.041603011726295
"TCD","Chad","Batha","admin1","Mortality Rate","Deaths per 100 Thousand",2008,53.737606445893796
"TCD","Chad","Batha","admin1","Mortality Rate","Deaths per 100 Thousand",2009,51.134607246532205
"TCD","Chad","Batha","admin1","Mortality Rate","Deaths per 100 Thousand",2010,47.1024445296618
"TCD","Chad","Batha","admin1","Mortality Rate","Deaths per 100 Thousand",2011,41.802583013018705
"TCD","Chad","Batha","admin1","Mortality Rate","Deaths per 100 Thousand",2012,37.2237660004864
"TCD","Chad","Batha","admin1","Mortality Rate","Deaths per 100 Thousand",2013,36.416887117310395
"TCD","Chad","Batha","admin1","Mortality Rate","Deaths per 100 Thousand",2014,36.5332662600048
"TCD","Chad","Batha","admin1","Mortality Rate","Deaths per 100 Thousand",2015,36.1594167523658
"TCD","Chad","Batha","admin1","Mortality Rate","Deaths per 100 Thousand",2016,36.6716819627167
"TCD","Chad","Batha","admin1","Mortality Rate","Deaths per 100 Thousand",2017,23.916747808575902
"TCD","Chad","Batha","admin1","Mortality Rate","Deaths per 100 Thousand",2018,23.9016269471777
"TCD","Chad","Batha","admin1","Mortality Rate","Deaths per 100 Thousand",2019,24.0123959981286
"TCD","Chad","Batha","admin1","Mortality Rate","Deaths per 100 Thousand",2020,24.907197390150497
"TCD","Chad","Batha","admin1","Mortality Rate","Deaths per 100 Thousand",2021,23.9359132798412
"TCD","Chad","Batha","admin1","Mortality Rate","Deaths per 100 Thousand",2022,22.8910145152206
"TCD","Chad","Batha","admin1","Mortality Rate","Deaths per 100 Thousand",2023,22.4943999349558
"TCD","Chad","Batha","admin1","Mortality Rate","Deaths per 100 Thousand",2024,22.2544047597091
"TCD","Chad","Lac","admin1","Incidence Rate","Cases per Thousand",2000,326.551735574216
"TCD","Chad","Lac","admin1","Incidence Rate","Cases per Thousand",2001,318.575332708062
"TCD","Chad","Lac","admin1","Incidence Rate","Cases per Thousand",2002,268.638030039265
"TCD","Chad","Lac","admin1","Incidence Rate","Cases per Thousand",2003,251.60366414392698
"TCD","Chad","Lac","admin1","Incidence Rate","Cases per Thousand",2004,217.614534721
"TCD","Chad","Lac","admin1","Incidence Rate","Cases per Thousand",2005,190.73850860622198
"TCD","Chad","Lac","admin1","Incidence Rate","Cases per Thousand",2006,145.655324129279
"TCD","Chad","Lac","admin1","Incidence Rate","Cases per Thousand",2007,101.51717499041001
"TCD","Chad","Lac","admin1","Incidence Rate","Cases per Thousand",2008,70.5619975677744
"TCD","Chad","Lac","admin1","Incidence Rate","Cases per Thousand",2009,42.8786595200459
"TCD","Chad","Lac","admin1","Incidence Rate","Cases per Thousand",2010,31.8969894389894
"TCD","Chad","Lac","admin1","Incidence Rate","Cases per Thousand",2011,33.7457590493127
"TCD","Chad","Lac","admin1","Incidence Rate","Cases per Thousand",2012,54.9570108615044
"TCD","Chad","Lac","admin1","Incidence Rate","Cases per Thousand",2013,97.70862921590479
"TCD","Chad","Lac","admin1","Incidence Rate","Cases per Thousand",2014,145.75380353824198
"TCD","Chad","Lac","admin1","Incidence Rate","Cases per Thousand",2015,185.160678015176
"TCD","Chad","Lac","admin1","Incidence Rate","Cases per Thousand",2016,205.478215405098
"TCD","Chad","Lac","admin1","Incidence Rate","Cases per Thousand",2017,225.879187473223
"TCD","Chad","Lac","admin1","Incidence Rate","Cases per Thousand",2018,253.09178648199799
"TCD","Chad","Lac","admin1","Incidence Rate","Cases per Thousand",2019,258.61851348967804
"TCD","Chad","Lac","admin1","Incidence Rate","Cases per Thousand",2020,254.84935941054698
"TCD","Chad","Lac","admin1","Incidence Rate","Cases per Thousand",2021,248.430689545567
"TCD","Chad","Lac","admin1","Incidence Rate","Cases per Thousand",2022,246.023763253667
"TCD","Chad","Lac","admin1","Incidence Rate","Cases per Thousand",2023,233.710142413695
"TCD","Chad","Lac","admin1","Incidence Rate","Cases per Thousand",2024,234.563577078784
"TCD","Chad","Lac","admin1","Infection Prevalence","per 100 Children",2000,24.8361362196521
"TCD","Chad","Lac","admin1","Infection Prevalence","per 100 Children",2001,24.4910441453909
"TCD","Chad","Lac","admin1","Infection Prevalence","per 100 Children",2002,19.112458268202
"TCD","Chad","Lac","admin1","Infection Prevalence","per 100 Children",2003,17.260749202585902
"TCD","Chad","Lac","admin1","Infection Prevalence","per 100 Children",2004,14.193100758126501
"TCD","Chad","Lac","admin1","Infection Prevalence","per 100 Children",2005,11.9191907585642
"TCD","Chad","Lac","admin1","Infection Prevalence","per 100 Children",2006,8.42828710833007
"TCD","Chad","Lac","admin1","Infection Prevalence","per 100 Children",2007,5.48209822435685
"TCD","Chad","Lac","admin1","Infection Prevalence","per 100 Children",2008,3.6114221915757
"TCD","Chad","Lac","admin1","Infection Prevalence","per 100 Children",2009,2.08017497970693
"TCD","Chad","Lac","admin1","Infection Prevalence","per 100 Children",2010,1.51244812972895
"TCD","Chad","Lac","admin1","Infection Prevalence","per 100 Children",2011,1.6009449689200002
"TCD","Chad","Lac","admin1","Infection Prevalence","per 100 Children",2012,2.71893290658748
